MC_samples M E
777 0.482239 -1.23427
778 0.482423 -1.23422
779 0.482612 -1.23429
780 0.482846 -1.23441
781 0.483137 -1.23462
782 0.483402 -1.23477
783 0.483608 -1.23489
784 0.483916 -1.23519
785 0.484287 -1.23552
786 0.484529 -1.23567
787 0.484848 -1.23597
788 0.48514 -1.23615
789 0.485469 -1.23648
790 0.485778 -1.23677
791 0.4861 -1.23698
792 0.486433 -1.2372
793 0.486772 -1.23745
794 0.487078 -1.23763
795 0.48739 -1.23794
796 0.487657 -1.23823
797 0.487861 -1.23843
798 0.48812 -1.23876
799 0.488335 -1.23907
800 0.488575 -1.23951
801 0.488745 -1.23971
802 0.488859 -1.23975
803 0.488941 -1.23976
804 0.488999 -1.2396
805 0.48923 -1.23965
806 0.489479 -1.23979
807 0.489703 -1.23985
808 0.489932 -1.23995
809 0.490056 -1.23989
810 0.490173 -1.23985
811 0.490271 -1.23979
812 0.490486 -1.23984
813 0.49072 -1.23985
814 0.490909 -1.23986
815 0.491098 -1.23993
816 0.491415 -1.24011
817 0.491799 -1.24039
818 0.49217 -1.24068
819 0.492424 -1.24076
820 0.492774 -1.24099
821 0.493136 -1.24133
822 0.493491 -1.24162
823 0.493785 -1.24185
824 0.494066 -1.24204
825 0.494273 -1.24218
826 0.494582 -1.24237
827 0.494879 -1.24255
828 0.495193 -1.24284
829 0.495543 -1.24309
830 0.495922 -1.24342
831 0.496239 -1.24356
832 0.496538 -1.2437
833 0.496759 -1.24376
834 0.49699 -1.24384
835 0.497246 -1.244
836 0.497524 -1.24407
837 0.497855 -1.24423
838 0.498234 -1.24452
839 0.498713 -1.24502
840 0.499137 -1.24537
841 0.499548 -1.24577
842 0.499905 -1.24607
843 0.500302 -1.24651
844 0.50064 -1.24672
845 0.500982 -1.24688
846 0.501365 -1.24719
847 0.501677 -1.2474
848 0.501952 -1.24754
849 0.502232 -1.24774
850 0.502512 -1.24782
851 0.502714 -1.24774
852 0.502969 -1.24789
853 0.503277 -1.24815
854 0.503536 -1.24838
855 0.503708 -1.24842
856 0.50396 -1.24861
857 0.504242 -1.24876
858 0.50458 -1.24902
859 0.504953 -1.24924
860 0.505233 -1.2494
861 0.50543 -1.24933
862 0.50569 -1.24952
863 0.505759 -1.24937
864 0.50588 -1.24942
865 0.506023 -1.24946
866 0.506114 -1.24942
867 0.506205 -1.24952
868 0.506262 -1.24964
869 0.506335 -1.24986
870 0.506328 -1.24987
871 0.506286 -1.24997
872 0.506239 -1.25008
873 0.506231 -1.24997
874 0.506093 -1.2499
875 0.50608 -1.24982
876 0.506079 -1.24978
877 0.506055 -1.24974
878 0.506025 -1.24974
879 0.506086 -1.24985
880 0.50604 -1.24986
881 0.50597 -1.24986
882 0.505901 -1.2499
883 0.505776 -1.24985
884 0.505622 -1.24971
885 0.505452 -1.24962
886 0.505277 -1.24964
887 0.505163 -1.24961
888 0.505039 -1.24943
889 0.504938 -1.24922
890 0.504871 -1.24916
891 0.50486 -1.24915
892 0.504916 -1.24925
893 0.505 -1.24948
894 0.505078 -1.24966
895 0.505084 -1.2497
896 0.505089 -1.2497
897 0.505095 -1.2497
898 0.505022 -1.2497
899 0.504839 -1.24976
900 0.504611 -1.24993
901 0.504329 -1.25006
902 0.504108 -1.2502
903 0.503904 -1.25006
904 0.503717 -1.25008
905 0.503552 -1.25012
906 0.503444 -1.24996
907 0.503412 -1.24981
908 0.503298 -1.24954
909 0.503108 -1.24947
910 0.502907 -1.24951
911 0.502755 -1.24952
912 0.502588 -1.24957
913 0.502355 -1.24949
914 0.502259 -1.24939
915 0.502109 -1.24911
916 0.501971 -1.24903
917 0.501859 -1.24891
918 0.501814 -1.24893
919 0.501719 -1.24886
920 0.501641 -1.24892
921 0.501547 -1.24888
922 0.501394 -1.24885
923 0.501316 -1.24892
924 0.501223 -1.24892
925 0.501157 -1.24895
926 0.50115 -1.24897
927 0.501133 -1.249
928 0.501196 -1.24897
929 0.501163 -1.24888
