MC_samples M E
633 0.502883 -1.25027
634 0.502129 -1.25003
635 0.501394 -1.24981
636 0.500747 -1.24954
637 0.500008 -1.24932
638 0.499334 -1.24928
639 0.498662 -1.24933
640 0.497883 -1.2493
641 0.497278 -1.24916
642 0.496636 -1.24894
643 0.495933 -1.24896
644 0.495287 -1.2489
645 0.494721 -1.24868
646 0.49418 -1.24827
647 0.493733 -1.24781
648 0.493395 -1.2473
649 0.493012 -1.24681
650 0.492623 -1.2464
651 0.492181 -1.24614
652 0.491702 -1.24575
653 0.491256 -1.24547
654 0.49091 -1.24537
655 0.490527 -1.24522
656 0.490069 -1.24505
657 0.489696 -1.24482
658 0.489278 -1.24453
659 0.488938 -1.2444
660 0.488689 -1.24426
661 0.488555 -1.24428
662 0.488384 -1.24409
663 0.48825 -1.24401
664 0.48814 -1.24405
665 0.488045 -1.24391
666 0.488033 -1.24405
667 0.487946 -1.24402
668 0.487904 -1.24413
669 0.487848 -1.24396
670 0.487716 -1.24372
671 0.487481 -1.24355
672 0.487098 -1.24363
673 0.486738 -1.24366
674 0.486387 -1.24349
675 0.486096 -1.24342
676 0.485939 -1.24318
677 0.485864 -1.24321
678 0.485715 -1.24316
679 0.485567 -1.24299
680 0.485522 -1.2429
681 0.485426 -1.2428
682 0.485521 -1.24273
683 0.48552 -1.24246
684 0.485424 -1.24205
685 0.485416 -1.24175
686 0.485525 -1.24168
687 0.485662 -1.24154
688 0.485814 -1.24148
689 0.485965 -1.24135
690 0.486254 -1.24129
691 0.486592 -1.24145
692 0.486951 -1.24165
693 0.487165 -1.24165
694 0.487421 -1.2417
695 0.487755 -1.24183
696 0.488111 -1.242
697 0.488494 -1.24222
698 0.488797 -1.24229
699 0.489185 -1.24255
700 0.489536 -1.2427
701 0.489857 -1.24274
702 0.490128 -1.24268
703 0.490462 -1.24267
704 0.490916 -1.24305
705 0.491411 -1.24349
706 0.491933 -1.24397
707 0.492489 -1.24457
708 0.49298 -1.24499
709 0.493427 -1.24535
710 0.49381 -1.24556
711 0.494184 -1.24582
712 0.494466 -1.24587
713 0.49479 -1.24603
714 0.495182 -1.2463
715 0.495622 -1.24662
716 0.496054 -1.24693
717 0.496506 -1.24734
718 0.496845 -1.24741
719 0.497246 -1.24762
720 0.497625 -1.24775
721 0.498058 -1.24813
722 0.498532 -1.24848
723 0.499046 -1.24892
724 0.49953 -1.24927
725 0.500028 -1.24971
726 0.500441 -1.24996
727 0.500846 -1.25019
728 0.501243 -1.25037
729 0.501571 -1.25052
730 0.501897 -1.25066
731 0.502278 -1.25096
732 0.502609 -1.25109
733 0.50294 -1.25126
734 0.503277 -1.25146
735 0.503599 -1.25162
736 0.503886 -1.25179
737 0.504152 -1.25174
738 0.504397 -1.25163
739 0.504547 -1.25149
740 0.504703 -1.25135
741 0.504912 -1.25132
742 0.505094 -1.25123
743 0.505323 -1.25131
744 0.505645 -1.25148
745 0.50594 -1.25157
746 0.506206 -1.25166
747 0.506419 -1.25166
748 0.506611 -1.25162
749 0.506762 -1.25158
750 0.507 -1.25169
751 0.507197 -1.25176
752 0.50736 -1.25176
753 0.507463 -1.25165
754 0.507473 -1.25164
755 0.507543 -1.25167
756 0.507599 -1.25168
757 0.507583 -1.25169
758 0.507533 -1.25161
759 0.507484 -1.25145
760 0.507349 -1.2513
761 0.507188 -1.25113
762 0.507008 -1.25093
763 0.506894 -1.2508
764 0.506891 -1.2508
765 0.506954 -1.25089
766 0.506939 -1.25091
767 0.506832 -1.25077
768 0.506738 -1.25079
769 0.506554 -1.25083
770 0.50626 -1.25083
771 0.505895 -1.25064
772 0.505576 -1.25048
773 0.50542 -1.25052
774 0.5052 -1.25045
775 0.505077 -1.25057
776 0.504974 -1.25058
777 0.504813 -1.25057
778 0.504621 -1.25042
779 0.504365 -1.25024
780 0.504058 -1.25012
781 0.503841 -1.25013
782 0.503708 -1.25012
783 0.503672 -1.25029
784 0.503622 -1.25043
785 0.503497 -1.25033
786 0.503302 -1.25028
787 0.503062 -1.25009
788 0.502836 -1.24996
789 0.502624 -1.24997
790 0.502475 -1.24991
791 0.50232 -1.24981
792 0.50209 -1.24966
793 0.501803 -1.24967
794 0.501524 -1.24965
795 0.50117 -1.24946
796 0.500835 -1.2495
797 0.500408 -1.24955
798 0.500113 -1.24937
799 0.499787 -1.24935
800 0.499375 -1.24914
801 0.498989 -1.24891
802 0.498635 -1.24868
803 0.498263 -1.24856
804 0.497854 -1.24843
805 0.497416 -1.24814
806 0.496935 -1.24795
807 0.496437 -1.24783
808 0.495885 -1.24759
809 0.495352 -1.24745
810 0.494833 -1.24721
811 0.494408 -1.24699
812 0.494083 -1.24686
813 0.493715 -1.24664
814 0.49328 -1.24661
815 0.492822 -1.24653
816 0.492328 -1.2464
817 0.491787 -1.24622
818 0.491216 -1.24606
819 0.490641 -1.24591
